precision,recall,threshold
0.3743030303030303,1.0,0.0027846142183989286
0.37431815426885934,1.0,0.002824100200086832
0.3743635335003637,1.0,0.0028312853537499905
0.3743786623560315,1.0,0.0028714449144899845
0.3743937924345296,1.0,0.002881512511521578
0.37440892373600615,1.0,0.002911933232098818
0.3744240562606095,1.0,0.0029543808195739985
0.3744391900084879,1.0,0.00296415900811553
0.3744543249797898,1.0,0.002982488600537181
0.37448459859325733,1.0,0.002992915688082576
0.3744997372357198,1.0,0.0029956602957099676
0.3745148771021992,1.0,0.003017573617398739
0.37453001819284415,1.0,0.003018999705091119
0.374545160507803,1.0,0.0030405991710722446
0.37457544881125665,1.0,0.003043310483917594
0.3745905948000485,1.0,0.0030435132794082165
0.37465119100578315,1.0,0.0030530814547091722
0.3746663431206018,1.0,0.003056953428313136
0.3746814964610718,1.0,0.00305820326320827
0.37474212208244,1.0,0.0030591499526053667
0.3747724422509001,1.0,0.0030734320171177387
0.37478760417509505,1.0,0.0030862512066960335
0.3748179317041592,1.0,0.0030925264582037926
0.37483309730932635,1.0,0.0030925748869776726
0.37486343220167523,1.0,0.0031028089579194784
0.37489881819653553,0.999892055267703,0.0031075014267116785
0.37492916700396667,0.999892055267703,0.0031177846249192953
0.3749746994292191,0.999892055267703,0.003130583092570305
0.37500506052386545,0.999892055267703,0.0031336452811956406
0.37502024291497976,0.999892055267703,0.0031493923161178827
0.3750506113855373,0.999892055267703,0.0031500165350735188
0.3750657974652792,0.999892055267703,0.0031567539554089308
0.37508098477486235,0.999892055267703,0.0031571201980113983
0.3750961733144361,0.999892055267703,0.0031587143894284964
0.3751265540841534,0.999892055267703,0.003164591733366251
0.37535456682065,0.999892055267703,0.0031692027114331722
0.37536977752563117,0.999892055267703,0.0031720285769551992
0.3753849894634463,0.999892055267703,0.0031720660626888275
0.3754002026342452,0.999892055267703,0.0031739589758217335
0.37546106765027765,0.999892055267703,0.003178565064445138
0.3754762869882448,0.999892055267703,0.003183883149176836
0.3754915075600957,0.999892055267703,0.0031869872473180294
0.37550672936598023,0.999892055267703,0.0031890827231109142
0.3755524021893371,0.999892055267703,0.003191611962392926
0.3755676289328576,0.999892055267703,0.0031935423612594604
0.37558285691116244,0.999892055267703,0.003193905344232917
0.3756133165727262,0.999892055267703,0.003197764977812767
0.3757047252078686,0.999892055267703,0.003199249040335417
0.37575044621126075,0.999892055267703,0.003204473527148366
0.37578093306288035,0.999892055267703,0.0032070151064544916
0.37581142486205776,0.999892055267703,0.0032071201130747795
0.3758266726173571,0.999892055267703,0.0032133960630744696
0.3758419216099976,0.999892055267703,0.0032176265958696604
0.3758876760134724,0.999892055267703,0.0032236468978226185
0.37591818513859016,0.999892055267703,0.003227148437872529
0.3759639581134832,0.999892055267703,0.003228585934266448
0.3759792182489751,0.999892055267703,0.0032289037480950356
0.3760097422366552,0.999892055267703,0.003235915442928672
0.3760250060891451,0.999892055267703,0.003237826284021139
0.37608607389362564,0.999892055267703,0.0032382402569055557
0.3761166152346922,0.999892055267703,0.003239268437027931
0.3761318877654607,0.999892055267703,0.0032403941731899977
0.37614716153658734,0.999892055267703,0.003246537409722805
0.3761777128005198,0.999892055267703,0.003249102970585227
0.3761929902936279,0.999892055267703,0.0032496422063559294
0.3762082690276988,0.999892055267703,0.0032502429094165564
0.37622354900288374,0.999892055267703,0.0032511157914996147
0.37625411267720055,0.999892055267703,0.0032515316270291805
0.3762440589836292,0.9997841105354058,0.0032598997931927443
0.3762593435164121,0.9997841105354058,0.003259932389482856
0.3762746292910827,0.9997841105354058,0.003262204583734274
0.3762899163077923,0.9997841105354058,0.0032629799097776413
0.37632049406793433,0.9997841105354058,0.003266311250627041
0.3763510767980496,0.9997841105354058,0.003269206266850233
0.37636637002722584,0.9997841105354058,0.0032727522775530815
0.3763816644993498,0.9997841105354058,0.003272885922342539
0.3763969602145731,0.9997841105354058,0.003275593975558877
0.3764275553749238,0.9997841105354058,0.0032790470868349075
0.3764428548203544,0.9997841105354058,0.0032820734195411205
0.3764581555094907,0.9997841105354058,0.0032825819216668606
0.3765193707061263,0.9997841105354058,0.003283252939581871
0.37653467761606635,0.9997841105354058,0.0032866704277694225
0.37656529516994636,0.9997841105354058,0.003289824118837714
0.3765806058141899,0.9997841105354058,0.0032941519748419523
0.3765959177035049,0.9997841105354058,0.0032946292776614428
0.3766112308380433,0.9997841105354058,0.0032947217114269733
0.3766265452179571,0.9997841105354058,0.0032961564138531685
0.37670313580347337,0.9997841105354058,0.003297624411061406
0.3767337807606264,0.9997841105354058,0.0032984225545078516
0.376749105109014,0.9997841105354058,0.003305529709905386
0.3768257455551487,0.9997841105354058,0.0033058251719921827
0.3768410773862804,0.9997841105354058,0.0033087253104895353
0.37685641046506896,0.9997841105354058,0.00330899260006845
0.3770865564693429,0.9997841105354058,0.0033096843399107456
0.37710190953137085,0.9997841105354058,0.0033103483729064465
0.3771172638436482,0.9997841105354058,0.00331052765250206
0.3772247790494033,0.9997841105354058,0.0033136617857962847
0.3772401433691756,0.9997841105354058,0.003315564477816224
0.37727087576374746,0.9997841105354058,0.0033158010337501764
0.3772862438388529,0.9997841105354058,0.003316473914310336
0.3773477286616419,0.9997841105354058,0.003316927934065461
0.37736310299869624,0.9997841105354058,0.003318812232464552
0.3773784785885996,0.9997841105354058,0.003318990580737591
0.37739385543150517,0.9997841105354058,0.0033195868600159883
0.3774092335275661,0.9997841105354058,0.0033214804716408253
0.3775015284287752,0.9997841105354058,0.003322573145851493
0.37753230342803573,0.9997841105354058,0.003323945449665189
0.3775630834454364,0.9997841105354058,0.0033242914360016584
0.3776246585395686,0.9997841105354058,0.003324691206216812
0.37764005545135776,0.9997841105354058,0.0033278418704867363
0.3776862537209966,0.9997841105354058,0.003329324070364237
0.3777016556561455,0.9997841105354058,0.003329605795443058
0.37771705884751844,0.9997841105354058,0.003330481005832553
0.37773246329526916,0.9997841105354058,0.0033315636683255434
0.3777478689995514,0.9997841105354058,0.0033327671699225903
0.3777632759605188,0.9997841105354058,0.0033329937141388655
0.3777786841783252,0.9997841105354058,0.0033334088511765003
0.3778095043850704,0.9997841105354058,0.003335410263389349
0.37784032962101743,0.9997841105354058,0.003336191875860095
0.37785574412532635,0.9997841105354058,0.00333998491987586
0.3778711598873975,0.9997841105354058,0.0033414994832128286
0.37793283551638307,0.9997841105354058,0.0033419267274439335
0.3779482575695748,0.9997841105354058,0.0033428575843572617
0.37796368088145277,0.9997841105354058,0.003343528136610985
